, Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
12144,53,60620,2,2,76,140,38,38,38.0,0.0,70,70,70.0,0.0,3563.180468,65.98482349,20206.66667,34953.08121,60567,4,49,49.0,0.0,49,49,4,4.0,0.0,4,4,0,0,0,0,80,40,32.99241175,32.99241175,38,70,50.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,63.5,38.0,70.0,80,0,0,0,0,0,0,2,76,2,140,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,0
12145,80,75541,3,5,426,2280,420,0,142.0,240.7737527,1460,2,456.0,659.8545294,35821.60681,105.9027548,10791.57143,15209.00226,32601,1,41953,20976.5,16165.16812,32407,9546,43161,10790.25,20925.26738,42174,1,0,0,0,0,72,104,39.71353305,66.18922175,0,1460,300.6666667,517.7045489,268018.0,0,0,0,1,0,0,0,0,1,338.25,142.0,456.0,72,0,0,0,0,0,0,3,426,5,2280,8192,30016,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0
12146,22,55,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18181.81818,18181.81818,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,2
12147,443,248883,10,5,1156,639,901,0,115.6,280.4089078,501,0,127.8,217.0142852,7212.224218,60.26928316,17777.35714,29446.36836,103883,42,248883,27653.66667,36322.92899,103883,42,104043,26010.75,19186.559,41003,44,0,0,0,0,332,168,40.1795221,20.08976105,0,901,112.1875,246.3012299,60664.29583,0,0,0,1,0,0,0,0,0,119.6666667,115.6,127.8,332,0,0,0,0,0,0,10,1156,5,639,65535,362,5,32,0.0,0.0,0,0,0.0,0.0,0,0,0
12148,6130,5,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,400000.0,5.0,0.0,5,5,5,5.0,0.0,5,5,0,0.0,0.0,0,0,0,0,0,0,40,0,400000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,351,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
12149,21,8814590,9,15,122,188,34,0,13.55555556,11.99073717,34,0,12.53333333,14.54975045,35.16896418,2.722758517,383243.0435,975207.3604,3148281,3,5626165,703270.625,1247500.387,2849035,3,8814499,629607.0714,1201009.608,3148281,3,0,0,0,0,296,488,1.021034444,1.701724073,0,34,12.4,13.35415042,178.3333333,0,0,0,1,0,0,0,0,1,12.91666667,13.55555556,12.53333333,296,0,0,0,0,0,0,9,122,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
12150,53,170,2,2,86,118,43,43,43.0,0.0,59,59,59.0,0.0,1200000.0,23529.41176,56.66666667,57.882064,118,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,40,40,11764.70588,11764.70588,43,59,49.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,61.75,43.0,59.0,40,0,0,0,0,0,0,2,86,2,118,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
12151,45950,4698,4,3,417,18,310,0,104.25,140.0389827,6,6,6.0,0.0,92592.59259,1489.995743,783.0,1770.456664,4396,2,4698,1566.0,2495.372517,4446,48,221,110.5,88.38834765,173,48,1,0,0,0,128,60,851.4261388,638.5696041,0,310,93.125,135.8228231,18447.83929,0,1,0,0,1,0,0,0,0,106.4285714,104.25,6.0,128,0,0,0,0,0,0,4,417,3,18,170,0,2,32,0.0,0.0,0,0,0.0,0.0,0,0,0
12152,21,4,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,3500000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,0,500000.0,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
12153,22,11960829,21,31,2008,2745,640,0,95.61904762,140.0451628,976,0,88.5483871,223.315,397.3804826,4.347524741,234526.0588,629831.4885,2461832,3,9456987,472849.35,831399.697,2232258,272,12000000,398690.2333,785140.7193,2461832,3,0,0,0,0,680,1000,1.755731145,2.591793596,0,976,89.67924528,191.0076291,36483.91437,0,0,0,1,0,0,0,0,1,91.40384615,95.61904762,88.5483871,680,0,0,0,0,0,0,21,2008,31,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,2
12154,443,60559115,36,36,2718,31416,1141,0,75.5,266.446832,2378,0,872.6666667,697.8886935,563.6476028,1.188920941,852945.2817,7119645.891,60000000,1,60600000,1730259.029,10100000.0,60000000,1,60500000,1727646.4,10100000.0,60000000,1,0,0,0,0,1164,1160,0.594460471,0.594460471,0,2378,467.5890411,658.1931251,433218.1899,0,0,0,1,0,0,0,0,1,474.0833333,75.5,872.6666667,1164,0,0,0,0,0,0,36,2718,36,31416,65535,4761,6,32,560030.0,0.0,560030,560030,60000000.0,0.0,60000000,60000000,0
12155,22,113,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17699.11504,113.0,0.0,113,113,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,8849.557522,8849.557522,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,2
12156,21,239,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,58577.40586,12552.30126,119.5,23.33452378,136,103,239,239.0,0.0,239,239,0,0.0,0.0,0,0,1,0,0,0,64,20,8368.200837,4184.100418,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
12157,22556,13332,15,6,19897,0,2896,0,1326.466667,1136.570208,0,0,0.0,0.0,1492424.242,1575.157516,666.6,2515.78598,11246,1,13332,952.2857143,2993.151604,11246,1,11455,2291.0,5117.241786,11445,1,0,0,0,0,496,208,1125.112511,450.0450045,0,2896,904.4090909,1122.979992,1261084.063,0,0,0,1,0,0,0,0,0,947.4761905,1326.466667,0.0,496,0,0,0,0,0,0,15,19897,6,0,29200,362,10,32,0.0,0.0,0,0,0.0,0.0,0,0,0
12158,22,12992222,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,365.8342661,4.079363792,249850.4231,676249.2511,2481655,15,10700000,534948.15,946306.3944,2532866,454,13000000,419102.2903,839179.2839,2481655,48,0,0,0,0,680,1032,1.616351691,2.463012101,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,2
12159,53,284,2,2,86,196,43,43,43.0,0.0,98,98,98.0,0.0,992957.7465,14084.50704,94.66666667,160.50649,280,1,3,3.0,0.0,3,3,1,1.0,0.0,1,1,0,0,0,0,40,40,7042.253521,7042.253521,43,98,65.0,30.12474066,907.5,0,0,0,0,0,0,0,0,1,81.25,43.0,98.0,40,0,0,0,0,0,0,2,86,2,196,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
12160,22,167,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,11976.0479,167.0,0.0,167,167,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,5988.023952,5988.023952,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,290,243,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
12161,443,236880,14,9,2189,4064,1368,0,156.3571429,364.9209835,1418,0,451.5555556,599.3588473,26397.33198,97.09557582,10767.27273,17247.18854,51598,1,236880,18221.53846,22144.44143,54936,1,191059,23882.375,32403.12415,90914,49,0,0,0,0,460,296,59.10165485,37.99392097,0,1418,260.5416667,473.3435171,224054.0851,0,0,0,1,0,0,0,0,0,271.8695652,156.3571429,451.5555556,460,0,0,0,0,0,0,14,2189,9,4064,65535,383,7,32,0.0,0.0,0,0,0.0,0.0,0,0,0
12162,53,70059,2,2,56,476,28,28,28.0,0.0,238,238,238.0,0.0,7593.59968,57.09473444,23353.0,40363.71203,69961,48,50,50.0,0.0,50,50,48,48.0,0.0,48,48,0,0,0,0,64,40,28.54736722,28.54736722,28,238,112.0,115.0217371,13230.0,0,0,0,0,0,0,0,0,1,140.0,28.0,238.0,64,0,0,0,0,0,0,2,56,2,476,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
12163,21,3,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,4666666.667,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
12164,52140,3,2,0,37,0,37,0,18.5,26.1629509,0,0,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,972,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
12165,21,9591942,9,15,100,188,22,0,11.11111111,8.738484486,34,0,12.53333333,14.54975045,30.0252024,2.5021002,417040.9565,1082606.325,3300654,3,6439881,804985.125,1486933.069,3342895,4,9591892,685135.1429,1336292.982,3300654,3,0,0,0,0,296,488,0.938287575,1.563812625,0,34,11.52,12.45699268,155.1766667,0,0,0,1,0,0,0,0,1,12.0,11.11111111,12.53333333,296,0,0,0,0,0,0,9,100,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
12166,50512,191,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10471.20419,191.0,0.0,191,191,191,191.0,0.0,191,191,0,0.0,0.0,0,0,0,0,0,0,40,0,10471.20419,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,35134,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
12167,21,323,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,43343.65325,9287.925697,161.5,70.00357134,211,112,323,323.0,0.0,323,323,0,0.0,0.0,0,0,1,0,0,0,64,20,6191.950464,3095.975232,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
12168,22,102,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19607.84314,102.0,0.0,102,102,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,9803.921569,9803.921569,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,2
12169,22,69,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,28985.50725,69.0,0.0,69,69,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,14492.75362,14492.75362,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,2
12170,21,42,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,333333.3333,47619.04762,42.0,0.0,42,42,42,42.0,0.0,42,42,0,0.0,0.0,0,0,1,0,0,0,64,0,47619.04762,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
12171,80,94,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21276.59574,94.0,0.0,94,94,94,94.0,0.0,94,94,0,0.0,0.0,0,0,0,0,0,0,40,0,21276.59574,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,252,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
12172,53,47711,1,1,101,160,101,101,101.0,0.0,160,160,160.0,0.0,5470.436587,41.91905431,47711.0,0.0,47711,47711,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20.95952715,20.95952715,101,160,120.6666667,34.06366588,1160.333333,0,0,0,0,0,0,0,0,1,181.0,101.0,160.0,32,0,0,0,0,0,0,1,101,1,160,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
12173,51627,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,5223,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
12174,53,47130,2,2,70,194,35,35,35.0,0.0,97,97,97.0,0.0,5601.527689,84.87163166,15710.0,27205.32203,47124,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,40,42.43581583,42.43581583,35,97,59.8,33.95879857,1153.2,0,0,0,0,0,0,0,0,1,74.75,35.0,97.0,64,0,0,0,0,0,0,2,70,2,194,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
12175,8080,11,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,1090909.091,181818.1818,11.0,0.0,11,11,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,90909.09091,90909.09091,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,16393,237,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1
12176,443,119127387,89,114,11074,183024,1826,0,124.4269663,407.2877274,4344,0,1605.473684,1089.309623,1629.331465,1.704058194,589739.5396,2289818.545,10000000,1,119000000,1353720.307,3364346.021,10100000,1,114000000,1012567.177,3003058.41,10100000,1,0,0,0,0,2856,3656,0.747099405,0.956958789,0,4344,951.4607843,1130.030081,1276967.984,0,0,0,1,0,0,0,0,1,956.1477833,124.4269663,1605.473684,2856,0,0,0,0,0,0,89,11074,114,183024,29200,1663,10,32,393997.8182,964838.0701,3303094,102843,10000000.0,2532.102816,10000000,10000000,0
12177,53,33711,2,2,58,186,29,29,29.0,0.0,93,93,93.0,0.0,7237.993533,118.6556317,11237.0,19460.45691,33708,0,0,0.0,0.0,0,0,3,3.0,0.0,3,3,0,0,0,0,40,40,59.32781585,59.32781585,29,93,54.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,68.25,29.0,93.0,40,0,0,0,0,0,0,2,58,2,186,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
12178,51913,6040,2,1,280,6,274,6,140.0,189.5046174,6,6,6.0,0.0,47350.99338,496.6887417,3020.0,4169.101582,5968,72,6040,6040.0,0.0,6040,6040,0,0.0,0.0,0,0,1,0,0,0,40,20,331.1258278,165.5629139,6,274,140.0,154.7298721,23941.33333,0,1,0,0,1,0,0,0,0,186.6666667,140.0,6.0,40,0,0,0,0,0,0,2,280,1,6,60,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
12179,22,10688015,22,32,2008,2745,640,0,91.27272727,138.1821372,976,0,85.78125,220.240592,444.7037172,5.052388119,201660.6604,543595.4578,1980286,4,9433744,449225.9048,800834.0425,2033632,939,10700000,344771.871,679381.5379,1980286,4,0,0,0,0,712,1032,2.058380345,2.994007774,0,976,86.41818182,188.2012015,35419.69226,0,0,0,1,0,0,0,0,1,88.01851852,91.27272727,85.78125,712,0,0,0,0,0,0,22,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,2
12180,21,8772162,9,15,102,188,21,0,11.33333333,8.902246907,34,0,12.53333333,14.54975045,33.05912499,2.735927585,381398.3478,995373.4963,3213058,3,5777692,722211.5,1348530.205,3255153,232,8772094,626578.1429,1229332.36,3213058,3,0,0,0,0,296,488,1.025972845,1.709954741,0,34,11.6,12.49333155,156.0833333,0,0,0,1,0,0,0,0,1,12.08333333,11.33333333,12.53333333,296,0,0,0,0,0,0,9,102,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
12181,21,9608623,9,15,104,188,22,0,11.55555556,9.153020145,34,0,12.53333333,14.54975045,30.38937005,2.497756442,417766.2174,1086695.397,3403059,3,6340026,792503.25,1469237.82,3447154,3,9608538,686324.1429,1341633.793,3403059,3,0,0,0,0,296,488,0.936658666,1.561097776,0,34,11.68,12.55229063,157.56,0,0,0,1,0,0,0,0,1,12.16666667,11.55555556,12.53333333,296,0,0,0,0,0,0,9,104,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
12182,53,25461,2,2,68,230,34,34,34.0,0.0,115,115,115.0,0.0,11704.17501,157.1030203,8487.0,14617.6428,25366,47,47,47.0,0.0,47,47,48,48.0,0.0,48,48,0,0,0,0,64,64,78.55151015,78.55151015,34,115,66.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,83.0,34.0,115.0,64,0,0,0,0,0,0,2,68,2,230,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
12183,443,118991,13,9,934,7160,453,0,71.84615385,137.6988539,1573,0,795.5555556,749.5278699,68021.95124,184.8879327,5666.238095,8611.270986,20308,1,118991,9915.916667,9850.944214,20869,1,96205,12025.625,16809.87279,40040,48,0,0,0,0,284,192,109.2519602,75.63597247,0,1573,351.9130435,589.1737599,347125.7194,0,0,0,1,0,0,0,0,0,367.9090909,71.84615385,795.5555556,284,0,0,0,0,0,0,13,934,9,7160,65535,31,6,20,0.0,0.0,0,0,0.0,0.0,0,0,0
12184,3937,55,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,18181.81818,18181.81818,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,222,260,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
12185,21,8730100,9,15,112,188,24,0,12.44444444,10.17486009,34,0,12.53333333,14.54975045,34.36386754,2.749109403,379569.5652,988136.2109,3228645,3,5969065,746133.125,1385677.42,3270074,3,8730009,623572.0714,1220061.11,3228645,3,0,0,0,0,296,488,1.030916026,1.718193377,0,34,12.0,12.81600562,164.25,0,0,0,1,0,0,0,0,1,12.5,12.44444444,12.53333333,296,0,0,0,0,0,0,9,112,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
12186,80,25982906,6,6,432,1388,430,0,72.0,175.3841498,1388,0,231.3333333,566.6486272,70.04605259,0.461842105,2362082.364,4102162.167,10000000,52,20300000,4051404.6,5374461.38,10000000,23057,26000000,5191980.2,5019518.009,10100000,2152,0,0,0,0,132,156,0.230921052,0.230921052,0,1388,140.0,393.3452682,154720.5,0,0,0,1,0,0,0,0,1,151.6666667,72.0,231.3333333,132,0,0,0,0,0,0,6,432,6,1388,8192,946,3,20,202740.0,254071.9518,382396,23084,9925771.5,129518.6278,10000000,9834188,0
12187,53,48698,2,2,90,172,45,45,45.0,0.0,86,86,86.0,0.0,5380.097745,82.13889687,16232.66667,28110.60726,48692,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,41.06944844,41.06944844,45,86,61.4,22.45662486,504.3,0,0,0,0,0,0,0,0,1,76.75,45.0,86.0,64,0,0,0,0,0,0,2,90,2,172,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
12188,53,39441,1,1,45,105,45,45,45.0,0.0,105,105,105.0,0.0,3803.149007,50.70865343,39441.0,0.0,39441,39441,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,25.35432672,25.35432672,45,105,65.0,34.64101615,1200.0,0,0,0,0,0,0,0,0,1,97.5,45.0,105.0,32,0,0,0,0,0,0,1,45,1,105,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
12189,51126,3,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,10300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,62,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
12190,53,317917,2,2,108,209,54,54,54.0,0.0,127,82,104.5,31.81980515,997.1155994,12.58190031,105972.3333,115540.4302,238996,30622,287295,287295.0,0.0,287295,287295,269618,269618.0,0.0,269618,269618,0,0,0,0,52,52,6.290950154,6.290950154,54,127,74.2,31.90924631,1018.2,0,0,0,0,0,0,0,0,1,92.75,54.0,104.5,52,0,0,0,0,0,0,2,108,2,209,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
12191,53,165,2,2,84,116,42,42,42.0,0.0,58,58,58.0,0.0,1212121.212,24242.42424,55.0,90.06664199,159,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,12121.21212,12121.21212,42,58,48.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,60.5,42.0,58.0,40,0,0,0,0,0,0,2,84,2,116,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
12192,21,8558871,9,15,109,188,23,0,12.11111111,9.790868762,34,0,12.53333333,14.54975045,34.70083846,2.804108159,372124.8261,940852.0395,2888779,3,5808592,726074.0,1285745.711,2931066,4,8558815,611343.9286,1157830.094,2888779,3,0,0,0,0,296,488,1.051540559,1.752567599,0,34,11.88,12.71259218,161.61,0,0,0,1,0,0,0,0,1,12.375,12.11111111,12.53333333,296,0,0,0,0,0,0,9,109,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
12193,22,11493121,21,31,2008,2745,640,0,95.61904762,140.0451628,976,0,88.5483871,223.315,413.5517237,4.524445536,225355.3137,600372.8701,2188308,3,9826015,491300.75,862245.5853,2232355,439,11500000,383102.2,747770.9345,2188308,3,0,0,0,0,680,1000,1.827179928,2.697265608,0,976,89.67924528,191.0076291,36483.91437,0,0,0,1,0,0,0,0,1,91.40384615,95.61904762,88.5483871,680,0,0,0,0,0,0,21,2008,31,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,2
12194,43055,56,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,35714.28571,56.0,0.0,56,56,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,17857.14286,17857.14286,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,129,467,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
12195,21,9159125,9,15,105,188,24,0,11.66666667,9.513148795,34,0,12.53333333,14.54975045,31.98995537,2.620337641,398222.8261,1017978.071,3188565,3,6037669,754708.625,1357152.423,3231071,4,9159077,654219.7857,1254342.55,3188565,3,0,0,0,0,296,488,0.982626616,1.637711026,0,34,11.72,12.64093878,159.7933333,0,0,0,1,0,0,0,0,1,12.20833333,11.66666667,12.53333333,296,0,0,0,0,0,0,9,105,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
12196,22,66,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,30303.0303,66.0,0.0,66,66,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15151.51515,15151.51515,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,2
12197,22,44,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,22727.27273,22727.27273,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,257,0,32,0.0,0.0,0,0,0.0,0.0,0,0,2
12198,22,12882939,19,31,2008,2745,640,0,105.6842105,143.7671932,976,0,88.5483871,223.315,368.9375538,3.881101975,262917.1224,685404.3547,2341467,4,10900000,607335.5,999034.2816,2401767,327,12900000,429428.0667,838861.7069,2341467,4,0,0,0,0,616,1000,1.474818751,2.406283225,0,976,93.19607843,193.9302988,37608.96078,0,0,0,1,0,0,0,0,1,95.06,105.6842105,88.5483871,616,0,0,0,0,0,0,19,2008,31,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,2
